period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2024-03-11,SNY,NEW YORK,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_SNY_DPG,New York Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.124,$/GAL
2024-03-11,YBOS,BOSTON,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_YBOS_DPG,"Boston, MA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.003,$/GAL
2024-03-11,R50,PADD 5,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R50_DPG,West Coast Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.89,$/GAL
2024-03-11,SOH,OHIO,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SOH_DPG,Ohio Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.322,$/GAL
2024-03-11,R20,PADD 2,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R20_DPG,Midwest Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.175,$/GAL
2024-03-11,SCO,COLORADO,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SCO_DPG,Colorado Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.292,$/GAL
2024-03-11,R20,PADD 2,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R20_DPG,Midwest Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.605,$/GAL
2024-03-11,SCO,COLORADO,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SCO_DPG,Colorado Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.352,$/GAL
2024-03-11,R10,PADD 1,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R10_DPG,East Coast Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.741,$/GAL
2024-03-11,SNY,NEW YORK,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SNY_DPG,New York Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.727,$/GAL
2024-03-11,SMA,MASSACHUSETTS,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SMA_DPG,Massachusetts Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.671,$/GAL
2024-03-11,SCO,COLORADO,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SCO_DPG,Colorado Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.32,$/GAL
2024-03-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),4.017,$/GAL
2024-03-11,SOH,OHIO,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SOH_DPG,Ohio All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.437,$/GAL
2024-03-11,SCO,COLORADO,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_SCO_DPG,Colorado Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.096,$/GAL
2024-03-11,R50,PADD 5,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R50_DPG,West Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),4.658,$/GAL
2024-03-11,Y44HO,HOUSTON,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y44HO_DPG,"Houston, TX All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",2.974,$/GAL
2024-03-11,Y05SF,SAN FRANCISCO,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y05SF_DPG,"San Francisco, CA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.885,$/GAL
2024-03-11,R20,PADD 2,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R20_DPG,Midwest All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.73,$/GAL
2024-03-11,YCLE,CLEVELAND,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YCLE_DPG,"Cleveland, OH All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.436,$/GAL
2024-03-11,R50,PADD 5,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R50_DPG,West Coast All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.425,$/GAL
2024-03-11,YMIA,MIAMI,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YMIA_DPG,"Miami, FL All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.55,$/GAL
2024-03-11,R1X,PADD 1A,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R1X_DPG,New England (PADD 1A) No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),4.287,$/GAL
2024-03-11,NUS,U.S.,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_NUS_DPG,U.S. No 2 Diesel Retail Prices (Dollars per Gallon),4.004,$/GAL
2024-03-11,SOH,OHIO,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SOH_DPG,Ohio Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.353,$/GAL
2024-03-11,SMN,MINNESOTA,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SMN_DPG,Minnesota Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.172,$/GAL
2024-03-11,R20,PADD 2,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R20_DPG,Midwest Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.234,$/GAL
2024-03-11,R1Z,PADD 1C,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.213,$/GAL
2024-03-11,R1X,PADD 1A,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R1X_DPG,New England (PADD 1A) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.177,$/GAL
2024-03-11,YBOS,BOSTON,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_YBOS_DPG,"Boston, MA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.162,$/GAL
2024-03-11,R30,PADD 3,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R30_DPG,Gulf Coast Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.945,$/GAL
2024-03-11,R1Y,PADD 1B,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.332,$/GAL
2024-03-11,SOH,OHIO,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SOH_DPG,Ohio Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.353,$/GAL
2024-03-11,YORD,CHICAGO,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YORD_DPG,Chicago Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.763,$/GAL
2024-03-11,Y44HO,HOUSTON,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_Y44HO_DPG,Houston Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.85,$/GAL
2024-03-11,SOH,OHIO,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SOH_DPG,Ohio Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.322,$/GAL
2024-03-11,YDEN,DENVER,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_YDEN_DPG,"Denver, CO Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-03-11,R30,PADD 3,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R30_DPG,Gulf Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.7,$/GAL
2024-03-11,Y05LA,LOS ANGELES,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y05LA_DPG,Los Angeles Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),5.066,$/GAL
2024-03-11,SOH,OHIO,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SOH_DPG,Ohio Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.852,$/GAL
2024-03-11,SWA,WASHINGTON,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SWA_DPG,Washington Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),4.395,$/GAL
2024-03-11,NUS,U.S.,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_NUS_DPG,U.S. Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.67,$/GAL
2024-03-11,R1Y,PADD 1B,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.797,$/GAL
2024-03-11,R1X,PADD 1A,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R1X_DPG,New England (PADD 1A) Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.71,$/GAL
2024-03-11,YDEN,DENVER,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_YDEN_DPG,"Denver, CO Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.356,$/GAL
2024-03-11,R20,PADD 2,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R20_DPG,Midwest Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),4.15,$/GAL
2024-03-11,R30,PADD 3,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R30_DPG,Gulf Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.4,$/GAL
2024-03-11,YMIA,MIAMI,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_YMIA_DPG,"Miami, FL Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.88,$/GAL
2024-03-11,R10,PADD 1,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R10_DPG,East Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.72,$/GAL
2024-03-11,R1X,PADD 1A,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R1X_DPG,New England (PADD 1A) Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.707,$/GAL
2024-03-11,NUS,U.S.,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_NUS_DPG,U.S. Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.889,$/GAL
2024-03-11,R10,PADD 1,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R10_DPG,East Coast All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.377,$/GAL
2024-03-11,YDEN,DENVER,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_YDEN_DPG,"Denver, CO All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-03-11,STX,TEXAS,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_STX_DPG,Texas All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),2.958,$/GAL
2024-03-11,R20,PADD 2,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R20_DPG,Midwest All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.296,$/GAL
2024-03-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.693,$/GAL
2024-03-11,R30,PADD 3,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R30_DPG,Gulf Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.023,$/GAL
2024-03-11,YORD,CHICAGO,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YORD_DPG,"Chicago, IL All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.914,$/GAL
2024-03-11,YDEN,DENVER,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YDEN_DPG,"Denver, CO Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.093,$/GAL
2024-03-11,SNY,NEW YORK,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_SNY_DPG,New York All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.386,$/GAL
2024-03-11,SWA,WASHINGTON,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SWA_DPG,Washington All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.176,$/GAL
2024-03-11,R1X,PADD 1A,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R1X_DPG,New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.308,$/GAL
2024-03-11,R1Z,PADD 1C,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),4.033,$/GAL
2024-03-11,R50,PADD 5,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R50_DPG,West Coast No 2 Diesel Retail Prices (Dollars per Gallon),4.651,$/GAL
2024-03-11,R40,PADD 4,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R40_DPG,Rocky Mountain Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.927,$/GAL
2024-03-11,SCA,CALIFORNIA,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_SCA_DPG,California Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),4.693,$/GAL
2024-03-11,Y05SF,SAN FRANCISCO,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_Y05SF_DPG,"San Francisco, CA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.751,$/GAL
2024-03-11,STX,TEXAS,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_STX_DPG,Texas Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.914,$/GAL
2024-03-11,R50,PADD 5,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R50_DPG,West Coast Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),4.296,$/GAL
2024-03-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.484,$/GAL
2024-03-11,R50,PADD 5,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R50_DPG,West Coast Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.484,$/GAL
2024-03-11,SWA,WASHINGTON,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SWA_DPG,Washington Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.582,$/GAL
2024-03-11,STX,TEXAS,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_STX_DPG,Texas Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.629,$/GAL
2024-03-11,R40,PADD 4,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R40_DPG,Rocky Mountain Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.688,$/GAL
2024-03-11,R1X,PADD 1A,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R1X_DPG,New England (PADD 1A) Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.072,$/GAL
2024-03-11,YCLE,CLEVELAND,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_YCLE_DPG,"Cleveland, OH Premium All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.325,$/GAL
2024-03-11,R1Y,PADD 1B,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.114,$/GAL
2024-03-11,R10,PADD 1,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R10_DPG,East Coast Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.055,$/GAL
2024-03-11,Y35NY,NEW YORK CITY,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y35NY_DPG,New York City Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.098,$/GAL
2024-03-11,Y44HO,HOUSTON,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y44HO_DPG,Houston Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.708,$/GAL
2024-03-11,Y05SF,SAN FRANCISCO,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y05SF_DPG,San Francisco Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),5.209,$/GAL
2024-03-11,SMA,MASSACHUSETTS,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SMA_DPG,Massachusetts Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.025,$/GAL
2024-03-11,NUS,U.S.,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_NUS_DPG,U.S. Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.24,$/GAL
2024-03-11,YBOS,BOSTON,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_YBOS_DPG,"Boston, MA Premium All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.003,$/GAL
2024-03-11,YCLE,CLEVELAND,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_YCLE_DPG,"Cleveland, OH Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",3.85,$/GAL
2024-03-11,Y48SE,SEATTLE,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_Y48SE_DPG,"Seattle, WA Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",4.695,$/GAL
2024-03-11,R30,PADD 3,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R30_DPG,Gulf Coast Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.401,$/GAL
2024-03-11,YDEN,DENVER,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_YDEN_DPG,"Denver, CO Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-03-11,SCA,CALIFORNIA,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SCA_DPG,California Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),4.997,$/GAL
2024-03-11,STX,TEXAS,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_STX_DPG,Texas Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.399,$/GAL
2024-03-11,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.238,$/GAL
2024-03-11,R50,PADD 5,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R50_DPG,West Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.729,$/GAL
2024-03-11,Y05LA,LOS ANGELES,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_Y05LA_DPG,Los Angeles Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),5.039,$/GAL
2024-03-11,SWA,WASHINGTON,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SWA_DPG,Washington Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.395,$/GAL
2024-03-11,YBOS,BOSTON,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_YBOS_DPG,"Boston, MA Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.641,$/GAL
2024-03-11,Y48SE,SEATTLE,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_Y48SE_DPG,"Seattle, WA All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",4.367,$/GAL
2024-03-11,SFL,FLORIDA,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SFL_DPG,Florida All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.454,$/GAL
2024-03-11,SNY,NEW YORK,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SNY_DPG,New York All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.395,$/GAL
2024-03-11,R1Z,PADD 1C,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.301,$/GAL
2024-03-11,Y05LA,LOS ANGELES,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y05LA_DPG,"Los Angeles, CA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.798,$/GAL
2024-03-11,SCA,CALIFORNIA,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SCA_DPG,California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.802,$/GAL
2024-03-11,SCA,CALIFORNIA,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_SCA_DPG,California No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),5.207,$/GAL
2024-03-11,SCA,CALIFORNIA,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_SCA_DPG,California No 2 Diesel Retail Prices (Dollars per Gallon),5.207,$/GAL
2024-03-11,YCLE,CLEVELAND,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_YCLE_DPG,"Cleveland, OH Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",3.342,$/GAL
2024-03-11,R50,PADD 5,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R50_DPG,West Coast Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.922,$/GAL
2024-03-11,YMIA,MIAMI,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_YMIA_DPG,"Miami, FL Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",3.415,$/GAL
2024-03-11,R40,PADD 4,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R40_DPG,Rocky Mountain Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.116,$/GAL
2024-03-11,SWA,WASHINGTON,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SWA_DPG,Washington Regular Conventional Retail Gasoline Prices (Dollars per Gallon),4.085,$/GAL
2024-03-11,SNY,NEW YORK,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_SNY_DPG,New York Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.205,$/GAL
2024-03-11,R20,PADD 2,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R20_DPG,Midwest Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.595,$/GAL
2024-03-11,YCLE,CLEVELAND,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YCLE_DPG,"Cleveland, OH Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.342,$/GAL
2024-03-11,R10,PADD 1,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R10_DPG,East Coast Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.265,$/GAL
2024-03-11,R1X,PADD 1A,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R1X_DPG,New England (PADD 1A) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.182,$/GAL
2024-03-11,YBOS,BOSTON,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YBOS_DPG,"Boston, MA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.162,$/GAL
2024-03-11,R20,PADD 2,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R20_DPG,Midwest Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.287,$/GAL
2024-03-11,YMIA,MIAMI,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_YMIA_DPG,"Miami, FL Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",4.156,$/GAL
2024-03-11,R1Y,PADD 1B,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.208,$/GAL
2024-03-11,STX,TEXAS,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_STX_DPG,Texas Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.7,$/GAL
2024-03-11,NUS,U.S.,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_NUS_DPG,U.S. Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.459,$/GAL
